,date,gacc,fires,cumulative_acres,crews,engines,helicopters,total_personnel
482,2020-11-07,OSCC,10,"843,575",25,33,17,"1,580"
483,2020-11-07,NRCC,2,"6,493",0,9,1,47
484,2020-11-07,GBCC,9,"96,833",1,20,2,131
485,2020-11-07,SWCC,4,"58,311",2,4,1,97
486,2020-11-07,RMCC,7,"626,459",10,50,9,967
487,2020-11-07,EACC,1,600,0,9,0,35
488,2020-11-07,SACC,3,"200,539",0,1,0,59
489,2018-06-11,NWCC,0,875,0,0,0,0
490,2018-06-11,ONCC,2,"5,246",10,27,1,278
491,2018-06-11,OSCC,7,"4,094",30,117,0,"1,225"
492,2018-06-11,NRCC,0,0,0,0,0,0
493,2018-06-11,GBCC,8,"8,588",13,33,8,558
494,2018-06-11,SWCC,10,"95,850",43,61,20,"1,723"
495,2018-06-11,RMCC,3,"18,167",28,55,10,"1,122"
496,2018-06-11,EACC,1,818,0,0,0,3
497,2018-06-11,SACC,9,"46,316",4,81,7,366
498,2024-10-06,NWCC,20,"368,899",54,115,30,"2,483"
499,2024-10-06,ONCC,1,417,8,25,0,237
500,2024-10-06,OSCC,7,"137,263",53,149,15,"2,394"
501,2024-10-06,NRCC,11,"31,766",6,36,4,311
502,2024-10-06,GBCC,20,"509,806",48,172,32,"3,022"
503,2024-10-06,SWCC,2,"15,627",2,12,0,106
504,2024-10-06,RMCC,6,"67,203",13,84,10,726
505,2024-10-06,EACC,1,225,0,8,0,13
506,2024-10-06,SACC,6,0,2,32,0,573
507,2016-09-25,NWCC,1,"1,383",2,4,0,103
508,2016-09-25,ONCC,2,"5,435",3,3,1,95
509,2016-09-25,OSCC,5,"145,328",65,242,29,"3,507"
510,2016-09-25,NRCC,7,"77,043",0,1,0,13
511,2016-09-25,GBCC,17,"202,048.55",5,17,10,424
512,2016-09-25,SWCC,6,"7,080",11,28,3,483
513,2016-09-25,RMCC,5,"60,098",1,9,3,119
514,2016-09-25,EACC,0,0,0,0,0,0
515,2016-09-25,SACC,0,"1,681",0,0,0,0
516,2023-05-23,NWCC,3,"3,070",1,6,0,42
517,2023-05-23,ONCC,0,0,0,0,0,0
518,2023-05-23,OSCC,1,227,0,1,0,7
519,2023-05-23,NRCC,0,0,0,0,0,0
520,2023-05-23,GBCC,1,"3,146",0,4,0,16
521,2023-05-23,SWCC,3,"2,351",1,5,0,45
522,2023-05-23,RMCC,0,0,0,0,0,0
523,2023-05-23,EACC,2,325,0,2,0,4
524,2023-05-23,SACC,3,"56,158",2,33,14,512
525,2022-07-22,NWCC,2,"1,583",0,14,0,63
526,2022-07-22,ONCC,3,"5,278",3,3,0,74
527,2022-07-22,OSCC,2,"5,277",29,63,10,"1,430"
528,2022-07-22,NRCC,5,"1,097",10,14,6,345
529,2022-07-22,GBCC,11,"86,555",34,80,21,"1,404"
530,2022-07-22,SWCC,10,"703,238",18,19,9,945
531,2022-07-22,RMCC,6,"18,072",5,57,2,309
532,2022-07-22,EACC,0,0,0,0,0,0
533,2022-07-22,SACC,30,"44,951",2,58,3,409
534,2020-03-20,NWCC,0,0,0,0,0,0
535,2020-03-20,ONCC,0,0,0,0,0,0
536,2020-03-20,OSCC,0,0,0,0,0,0
537,2020-03-20,NRCC,0,0,0,0,0,0
538,2020-03-20,GBCC,0,0,0,0,0,0
539,2020-03-20,SWCC,0,0,0,0,0,0
540,2020-03-20,RMCC,0,0,0,0,0,0
541,2020-03-20,EACC,2,1,0,7,0,33
542,2020-03-20,SACC,13,"8,716",1,31,4,154
543,2017-05-29,NWCC,2,210,6,35,1,258
544,2017-05-29,ONCC,0,0,0,0,0,0
545,2017-05-29,OSCC,1,"2,056",12,20,0,300
546,2017-05-29,NRCC,0,0,0,0,0,0
547,2017-05-29,GBCC,0,0,0,0,0,0
548,2017-05-29,SWCC,5,"36,758",19,46,8,942
549,2017-05-29,RMCC,0,0,0,0,0,0
550,2017-05-29,EACC,0,0,0,0,0,0
551,2017-05-29,SACC,12,"225,943",1,95,6,713
552,2017-10-23,NWCC,3,"231,128",5,5,3,200
553,2017-10-23,ONCC,7,"201,465",85,296,16,"4,329"
554,2017-10-23,OSCC,2,"19,306",12,18,10,431
555,2017-10-23,NRCC,4,"162,101",1,12,0,65
556,2017-10-23,GBCC,1,118,2,5,0,64
557,2017-10-23,SWCC,1,"2,500",0,13,0,21
558,2017-10-23,RMCC,0,0,0,0,0,0
559,2017-10-23,EACC,3,"1,926",0,5,2,79
560,2017-10-23,SACC,2,"11,858",0,4,0,22
561,2016-07-28,NWCC,1,"42,822",6,18,2,165
562,2016-07-28,ONCC,0,0,0,0,0,0
563,2016-07-28,OSCC,4,"63,458",143,545,34,"6,388"
564,2016-07-28,NRCC,7,"5,481",5,21,3,262
565,2016-07-28,GBCC,18,"75,271",71,109,33,"2,636"
566,2016-07-28,SWCC,21,"54,256",12,74,4,624
567,2016-07-28,RMCC,15,"85,033",36,131,19,"1,730"
568,2016-07-28,EACC,1,120,0,2,0,19
569,2016-07-28,SACC,9,"4,074",1,4,3,86
570,2023-09-13,NWCC,21,"118,902",100,210,49,"4,634"
571,2023-09-13,ONCC,5,"145,184",78,161,25,"4,166"
572,2023-09-13,OSCC,3,299,2,0,2,60
573,2023-09-13,NRCC,10,"49,813",5,11,4,430
574,2023-09-13,GBCC,3,"9,950",2,22,5,251
575,2023-09-13,SWCC,10,"17,359",10,30,3,504
576,2023-09-13,RMCC,3,"4,128",2,4,1,106
577,2023-09-13,EACC,1,82,1,0,0,42
578,2023-09-13,SACC,24,"75,738",2,106,7,784
579,2024-06-10,NWCC,2,"6,071",4,4,5,113
580,2024-06-10,ONCC,1,"14,168",0,2,0,10
581,2024-06-10,OSCC,3,"2,994",3,0,0,56
582,2024-06-10,NRCC,0,0,0,0,0,0
583,2024-06-10,GBCC,1,491,0,2,0,7
584,2024-06-10,SWCC,11,"33,256",21,35,6,"1,006"
585,2024-06-10,RMCC,0,0,0,0,0,0
586,2024-06-10,EACC,0,0,0,0,0,0
587,2024-06-10,SACC,11,"11,413",0,35,3,159
588,2024-11-07,NWCC,4,"73,660",0,0,0,6
589,2024-11-07,ONCC,1,"5,124",2,1,1,126
590,2024-11-07,OSCC,4,"124,437",2,4,2,108
591,2024-11-07,NRCC,10,"44,222",0,1,0,10
592,2024-11-07,GBCC,3,"123,329",0,9,1,118
593,2024-11-07,SWCC,1,323,0,1,0,8
594,2024-11-07,RMCC,2,"98,518",0,1,0,101
595,2024-11-07,EACC,11,"2,402",5,47,2,314
596,2024-11-07,SACC,18,"14,332",12,36,0,468
597,2015-06-06,AKCC,10,"27,115.6",12,2,6,293
598,2015-06-06,NWCC,1,101,4,0,1,31
599,2015-06-06,ONCC,0,0,0,0,0,0
600,2015-06-06,OSCC,2,85,4,14,1,100
601,2015-06-06,NRCC,0,0,0,0,0,0
602,2015-06-06,GBCC,0,0,0,0,0,0
603,2015-06-06,SWCC,2,"7,235",11,15,8,399
604,2015-06-06,RMCC,1,30,0,1,0,3
605,2015-06-06,EACC,0,0,0,0,0,0
606,2015-06-06,SACC,10,"37,393.3",3,1,3,139
607,2021-08-11,NWCC,38,"848,211",206,459,68,"8,916"
608,2021-08-11,ONCC,11,"832,201",132,723,49,"9,369"
609,2021-08-11,OSCC,1,"1,610",0,0,3,37
610,2021-08-11,NRCC,43,"660,718",90,410,45,"5,754"
611,2021-08-11,GBCC,12,"94,085",21,25,11,934
612,2021-08-11,SWCC,1,"1,233",3,11,0,116
613,2021-08-11,RMCC,6,"19,660",2,42,4,300
614,2021-08-11,EACC,2,339,1,2,0,53
615,2021-08-11,SACC,0,0,0,0,0,0
616,2015-06-16,AKCC,9,"60,037",13,17,8,480
617,2015-06-16,NWCC,7,"5,383.1",19,19,14,672
618,2015-06-16,ONCC,1,"1,509",27,65,5,"1,214"
619,2015-06-16,OSCC,1,"1,532",0,0,0,0
620,2015-06-16,NRCC,0,0,0,0,0,0
621,2015-06-16,GBCC,4,"1,844.1",8,12,5,179
622,2015-06-16,SWCC,3,"7,835",1,3,0,43
623,2015-06-16,RMCC,0,0,0,0,0,0
624,2015-06-16,EACC,0,0,0,0,0,0
625,2015-06-16,SACC,5,"37,097",2,5,3,95
626,2021-08-01,NWCC,26,"724,518",170,430,64,"7,383"
627,2021-08-01,ONCC,8,"388,415",110,553,37,"6,630"
628,2021-08-01,OSCC,5,"6,777",16,45,9,593
629,2021-08-01,NRCC,40,"486,063",79,429,47,"5,460"
630,2021-08-01,GBCC,14,"97,925",37,38,33,"1,485"
631,2021-08-01,SWCC,0,0,0,0,0,0
632,2021-08-01,RMCC,12,"24,539",5,46,10,569
633,2021-08-01,EACC,2,353,3,1,2,135
634,2021-08-01,SACC,0,0,0,0,0,0
635,2025-05-14,NWCC,0,0,0,0,0,0
636,2025-05-14,ONCC,0,0,0,0,0,0
637,2025-05-14,OSCC,0,0,0,0,0,0
638,2025-05-14,NRCC,5,"2,424",6,21,6,243
639,2025-05-14,GBCC,0,0,0,0,0,0
640,2025-05-14,SWCC,4,"8,715",13,30,4,593
641,2025-05-14,RMCC,1,859,0,26,0,78
642,2025-05-14,EACC,7,"20,341",1,75,4,323
643,2025-05-14,SACC,10,"18,072",1,28,5,269
644,2019-08-13,NWCC,12,"66,943",57,91,21,"2,194"
645,2019-08-13,ONCC,1,"1,020",4,0,1,109
646,2019-08-13,OSCC,3,"1,928",9,29,3,360
647,2019-08-13,NRCC,14,"15,096",29,36,10,"1,201"
648,2019-08-13,GBCC,23,"145,464",41,85,15,"1,789"
649,2019-08-13,SWCC,12,"30,576",6,34,3,326
650,2019-08-13,RMCC,2,257,0,0,0,7
651,2019-08-13,EACC,0,0,0,0,0,0
652,2019-08-13,SACC,7,"18,691",0,11,0,65
653,2019-08-03,NWCC,10,"26,328",84,106,43,"2,751"
654,2019-08-03,ONCC,2,"14,280",11,19,1,479
655,2019-08-03,OSCC,7,944,24,37,4,851
656,2019-08-03,NRCC,9,"15,661",19,40,16,973
657,2019-08-03,GBCC,13,"26,205",11,29,5,449
658,2019-08-03,SWCC,10,"30,725",8,20,3,401
659,2019-08-03,RMCC,3,758,4,2,0,84
660,2019-08-03,EACC,0,0,0,0,0,0
661,2019-08-03,SACC,3,"7,552",0,2,0,18
662,2017-07-27,NWCC,15,"72,678",32,72,14,"1,195"
663,2017-07-27,ONCC,6,"87,843",7,16,4,367
664,2017-07-27,OSCC,7,"101,886",114,378,24,"4,966"
665,2017-07-27,NRCC,31,"152,033.5",57,152,22,"2,583"
666,2017-07-27,GBCC,28,"214,563.2",70,143,34,"2,737"
667,2017-07-27,SWCC,6,"1,706",2,14,0,95
668,2017-07-27,RMCC,9,"25,944",10,12,5,420
669,2017-07-27,EACC,1,"3,577",0,10,1,35
670,2017-07-27,SACC,7,"20,113.2",0,48,1,148
671,2021-05-27,NWCC,0,0,0,0,0,0
672,2021-05-27,ONCC,0,0,0,0,0,0
673,2021-05-27,OSCC,2,"1,499",0,18,0,76
674,2021-05-27,NRCC,0,0,0,0,0,0
675,2021-05-27,GBCC,5,"28,395",8,6,5,308
676,2021-05-27,SWCC,14,"49,476",28,27,14,880
677,2021-05-27,RMCC,0,0,0,0,0,0
678,2021-05-27,EACC,5,"2,155",3,19,0,143
679,2021-05-27,SACC,15,"5,085",9,54,0,249
680,2024-06-27,NWCC,11,"25,256",52,90,23,"1,952"
681,2024-06-27,ONCC,4,"21,793",53,103,0,"1,815"
682,2024-06-27,OSCC,6,"32,367",50,131,19,"1,783"
683,2024-06-27,NRCC,1,120,0,2,0,18
684,2024-06-27,GBCC,7,"11,961",12,26,8,553
685,2024-06-27,SWCC,7,"49,430",18,48,8,993
686,2024-06-27,RMCC,5,"10,303",7,29,3,441
687,2024-06-27,EACC,0,0,0,0,0,0
688,2024-06-27,SACC,2,545,0,7,0,24
689,2020-07-26,NWCC,6,"9,921",27,92,12,"1,135"
690,2020-07-26,ONCC,7,"51,767",95,402,35,"4,094"
691,2020-07-26,OSCC,2,"29,787",10,16,0,372
692,2020-07-26,NRCC,2,"12,492",5,17,1,126
693,2020-07-26,GBCC,17,"60,386",34,71,13,"1,422"
694,2020-07-26,SWCC,10,"290,343",3,4,3,132
695,2020-07-26,RMCC,7,"25,400",0,20,0,85
696,2020-07-26,EACC,0,0,0,0,0,0
697,2020-07-26,SACC,12,"21,569",3,24,2,192
698,2023-06-08,NWCC,5,"4,960",6,12,3,231
699,2023-06-08,ONCC,0,0,0,0,0,0
700,2023-06-08,OSCC,0,0,0,0,0,0
701,2023-06-08,NRCC,0,0,0,0,0,0
702,2023-06-08,GBCC,0,0,0,0,0,0
703,2023-06-08,SWCC,4,"52,786",5,13,2,297
704,2023-06-08,RMCC,0,0,0,0,0,0
705,2023-06-08,EACC,7,"8,493",11,31,0,204
706,2023-06-08,SACC,2,390,0,1,0,5
707,2022-04-19,NWCC,0,0,0,0,0,0
708,2022-04-19,ONCC,0,0,0,0,0,0
709,2022-04-19,OSCC,0,0,0,0,0,0
710,2022-04-19,NRCC,0,0,0,0,0,0
711,2022-04-19,GBCC,0,0,0,0,0,0
712,2022-04-19,SWCC,10,"19,218",33,81,21,"1,515"
713,2022-04-19,RMCC,5,"5,766",4,16,0,202
714,2022-04-19,EACC,0,0,0,0,0,0
715,2022-04-19,SACC,13,"229,796",5,32,3,225
716,2019-02-08,NWCC,0,0,0,0,0,0
717,2019-02-08,ONCC,0,0,0,0,0,0
718,2019-02-08,OSCC,0,0,0,0,0,0
719,2019-02-08,NRCC,0,0,0,0,0,0
720,2019-02-08,GBCC,0,0,0,0,0,0
721,2019-02-08,SWCC,0,0,0,0,0,0
722,2019-02-08,RMCC,0,0,0,0,0,0
723,2019-02-08,EACC,0,0,0,0,0,0
724,2019-02-08,SACC,6,"4,735",0,6,0,19
725,2023-06-24,NWCC,2,"4,346",2,22,2,142
726,2023-06-24,ONCC,0,0,0,0,0,0
727,2023-06-24,OSCC,2,"4,728",15,21,0,536
728,2023-06-24,NRCC,0,0,0,0,0,0
729,2023-06-24,GBCC,4,"1,502",0,29,1,133
730,2023-06-24,SWCC,10,"72,799",23,66,10,"1,021"
731,2023-06-24,RMCC,0,0,0,0,0,0
732,2023-06-24,EACC,3,283,1,4,0,25
733,2023-06-24,SACC,4,"17,112",0,4,1,39
734,2022-06-17,NWCC,0,0,0,0,0,0
735,2022-06-17,ONCC,2,693,4,35,2,276
736,2022-06-17,OSCC,4,"1,970",17,50,17,706
737,2022-06-17,NRCC,0,0,0,0,0,0
738,2022-06-17,GBCC,1,378,0,2,0,8
739,2022-06-17,SWCC,17,"767,063",123,228,38,"5,643"
740,2022-06-17,RMCC,1,700,0,0,0,4
741,2022-06-17,EACC,0,0,0,0,0,0
742,2022-06-17,SACC,5,"3,796",0,9,0,40
743,2016-08-10,NWCC,20,"245,856",60,145,15,"2,326"
744,2016-08-10,ONCC,1,"5,731",14,25,2,642
745,2016-08-10,OSCC,8,"122,352",191,502,54,"8,235"
746,2016-08-10,NRCC,18,"21,033.6",36,67,20,"1,476"
747,2016-08-10,GBCC,18,"167,543.4",76,139,22,"2,924"
748,2016-08-10,SWCC,8,"20,233",0,13,1,157
749,2016-08-10,RMCC,7,"80,704.1",14,74,13,"1,021"
750,2016-08-10,EACC,0,0,0,0,0,0
751,2016-08-10,SACC,9,"11,668",0,9,2,90
752,2022-06-07,NWCC,0,0,0,0,0,0
753,2022-06-07,ONCC,1,570,0,4,0,19
754,2022-06-07,OSCC,1,22,3,13,1,124
755,2022-06-07,NRCC,0,0,0,0,0,0
756,2022-06-07,GBCC,0,0,0,0,0,0
757,2022-06-07,SWCC,9,"791,494",95,152,30,"4,004"
758,2022-06-07,RMCC,3,"1,069",2,2,0,61
759,2022-06-07,EACC,0,0,0,0,0,0
760,2022-06-07,SACC,5,"15,333",0,18,0,57
761,2018-07-24,NWCC,22,"214,974",207,363,54,"6,905"
762,2018-07-24,ONCC,6,"43,791",32,53,4,679
763,2018-07-24,OSCC,5,"37,777",90,201,21,"3,595"
764,2018-07-24,NRCC,5,"3,954",16,9,6,437
765,2018-07-24,GBCC,31,"635,640",54,134,20,"2,331"
766,2018-07-24,SWCC,6,"12,333",8,13,1,303
767,2018-07-24,RMCC,15,"222,667",14,44,15,906
768,2018-07-24,EACC,1,547,4,4,1,110
769,2018-07-24,SACC,16,"22,554",0,52,1,223
770,2021-07-29,NWCC,21,"711,948",156,395,63,"6,892"
771,2021-07-29,ONCC,4,"362,047",101,528,30,"6,313"
772,2021-07-29,OSCC,5,"6,543",11,16,6,389
773,2021-07-29,NRCC,36,"445,479",69,310,43,"4,884"
774,2021-07-29,GBCC,13,"93,633",54,83,43,"2,127"
775,2021-07-29,SWCC,0,0,0,0,0,0
776,2021-07-29,RMCC,11,"21,680",11,47,9,718
777,2021-07-29,EACC,2,368,2,1,2,124
778,2021-07-29,SACC,1,762,0,1,2,17
779,2020-10-22,NWCC,8,"869,889",7,21,1,464
780,2020-10-22,ONCC,5,"1,511,865",57,128,22,"2,976"
781,2020-10-22,OSCC,9,"794,349",48,60,32,"2,335"
782,2020-10-22,NRCC,3,"17,463",0,3,1,20
783,2020-10-22,GBCC,7,"193,838",14,41,12,608
784,2020-10-22,SWCC,5,"55,893",13,47,10,663
785,2020-10-22,RMCC,10,"466,527",69,196,38,"3,320"
786,2020-10-22,EACC,2,327,0,2,0,9
787,2020-10-22,SACC,1,340,0,1,0,1
788,2020-05-28,NWCC,0,0,0,0,0,0
789,2020-05-28,ONCC,0,0,0,0,0,0
790,2020-05-28,OSCC,0,0,0,0,0,0
791,2020-05-28,NRCC,0,0,0,0,0,0
792,2020-05-28,GBCC,0,0,0,0,0,0
793,2020-05-28,SWCC,4,"5,282",2,3,1,66
794,2020-05-28,RMCC,1,"11,818",1,2,0,25
795,2020-05-28,EACC,4,"2,448",0,2,0,10
796,2020-05-28,SACC,10,"37,184",0,12,0,90
797,2018-09-29,NWCC,8,"386,674",28,48,10,"1,339"
798,2018-09-29,ONCC,2,"62,409",33,62,10,"1,319"
799,2018-09-29,OSCC,3,"3,844",7,9,2,194
800,2018-09-29,NRCC,6,"32,255",1,2,0,43
801,2018-09-29,GBCC,16,"460,676",76,162,37,"3,138"
802,2018-09-29,SWCC,1,200,0,2,0,10
803,2018-09-29,RMCC,6,"83,281",15,55,7,831
804,2018-09-29,EACC,0,0,0,0,0,0
805,2018-09-29,SACC,4,460,2,0,0,214
806,2024-05-17,NWCC,2,"6,445",1,5,0,57
807,2024-05-17,ONCC,0,0,0,0,0,0
808,2024-05-17,OSCC,0,353,0,0,0,0
809,2024-05-17,NRCC,0,0,0,0,0,0
810,2024-05-17,GBCC,0,0,0,0,0,0
811,2024-05-17,SWCC,6,"16,041",9,19,3,442
812,2024-05-17,RMCC,0,0,0,0,0,0
813,2024-05-17,EACC,1,209,1,5,1,74
814,2024-05-17,SACC,3,"13,046",1,2,0,29
815,2015-07-23,AKCC,47,"2,249,554",64,7,19,"1,799"
816,2015-07-23,NWCC,16,"54,166",42,125,21,"1,748"
817,2015-07-23,ONCC,0,0,0,0,0,0
818,2015-07-23,OSCC,5,"37,588",37,36,3,917
819,2015-07-23,NRCC,10,"12,083",19,49,9,750
820,2015-07-23,GBCC,9,"19,237",4,9,3,188
821,2015-07-23,SWCC,8,"48,486",3,5,0,105
822,2015-07-23,RMCC,5,107,2,3,0,63
823,2015-07-23,EACC,0,0,0,0,0,0
824,2015-07-23,SACC,13,"22,381",0,8,2,53
825,2017-03-31,NWCC,0,0,0,0,0,0
826,2017-03-31,ONCC,0,0,0,0,0,0
827,2017-03-31,OSCC,0,0,0,0,0,0
828,2017-03-31,NRCC,0,0,0,0,0,0
829,2017-03-31,GBCC,0,0,0,0,0,0
830,2017-03-31,SWCC,1,"4,787",0,1,0,3
831,2017-03-31,RMCC,2,"1,305",0,12,0,36
832,2017-03-31,EACC,0,0,0,0,0,0
833,2017-03-31,SACC,61,"930,764.25",7,127,5,639
834,2021-09-24,NWCC,15,"667,757",91,169,33,"3,969"
835,2021-09-24,ONCC,8,"1,950,564",131,426,58,"7,174"
836,2021-09-24,OSCC,4,"120,482",86,168,44,"3,252"
837,2021-09-24,NRCC,23,"419,463",25,82,11,"1,365"
838,2021-09-24,GBCC,4,"82,169",7,8,9,340
839,2021-09-24,SWCC,1,"1,296",0,0,0,1
840,2021-09-24,RMCC,4,"16,502",4,10,4,169
841,2021-09-24,EACC,2,"26,897",0,10,2,154
842,2021-09-24,SACC,4,"2,237",0,15,0,36
843,2025-01-12,NWCC,0,0,0,0,0,0
844,2025-01-12,ONCC,0,0,0,0,0,0
845,2025-01-12,OSCC,4,"39,622",129,885,54,"8,262"
846,2025-01-12,NRCC,0,0,0,0,0,0
847,2025-01-12,GBCC,0,0,0,0,0,0
848,2025-01-12,SWCC,1,"8,346",1,11,1,282
849,2025-01-12,RMCC,0,0,0,0,0,0
850,2025-01-12,EACC,0,0,0,0,0,0
851,2025-01-12,SACC,0,0,0,0,0,0
852,2017-06-12,NWCC,0,0,0,0,0,0
853,2017-06-12,ONCC,0,0,0,0,0,0
854,2017-06-12,OSCC,2,"1,789",6,15,0,143
855,2017-06-12,NRCC,1,29,1,3,0,40
856,2017-06-12,GBCC,6,"6,426",8,22,6,372
857,2017-06-12,SWCC,21,"52,655",60,116,23,"2,636"
858,2017-06-12,RMCC,1,837,2,5,2,77
859,2017-06-12,EACC,0,0,0,0,0,0
860,2017-06-12,SACC,9,"178,837",0,13,1,150
861,2016-11-09,NWCC,0,0,0,0,0,0
862,2016-11-09,ONCC,0,0,0,0,0,0
863,2016-11-09,OSCC,0,0,0,0,0,0
864,2016-11-09,NRCC,1,699,0,0,0,1
865,2016-11-09,GBCC,0,0,0,0,0,0
866,2016-11-09,SWCC,0,0,0,0,0,0
867,2016-11-09,RMCC,2,"18,740",2,4,1,107
868,2016-11-09,EACC,0,0,0,0,0,0
869,2016-11-09,SACC,51,"55,957",103,113,24,"2,131"
870,2017-06-02,NWCC,2,204,2,5,0,80
871,2017-06-02,ONCC,0,0,0,0,0,0
872,2017-06-02,OSCC,0,0,0,0,0,0
873,2017-06-02,NRCC,0,0,0,0,0,0
874,2017-06-02,GBCC,2,"5,617",0,2,0,4
875,2017-06-02,SWCC,6,"37,299",10,30,4,598
876,2017-06-02,RMCC,0,0,0,0,0,0
877,2017-06-02,EACC,0,0,0,0,0,0
878,2017-06-02,SACC,8,"189,141",1,74,6,584
879,2019-09-26,NWCC,2,"23,754",2,1,0,58
880,2019-09-26,ONCC,4,"61,427",7,13,2,431
881,2019-09-26,OSCC,6,"12,913",11,17,1,421
882,2019-09-26,NRCC,3,"3,470",1,2,0,25
883,2019-09-26,GBCC,0,0,0,0,0,0
884,2019-09-26,SWCC,6,"30,749",4,9,3,226
885,2019-09-26,RMCC,3,"1,525",7,3,2,190
886,2019-09-26,EACC,0,0,0,0,0,0
887,2019-09-26,SACC,13,"4,705",5,29,0,123
888,2020-08-31,NWCC,17,"114,801",96,172,38,"3,636"
889,2020-08-31,ONCC,15,"1,350,916",186,"1,210",98,"13,245"
890,2020-08-31,OSCC,14,"232,129",57,224,28,"3,238"
891,2020-08-31,NRCC,17,"29,483",13,35,19,740
892,2020-08-31,GBCC,16,"22,972",18,49,9,754
893,2020-08-31,SWCC,27,"184,969",35,101,18,"1,711"
894,2020-08-31,RMCC,12,"216,646",50,215,30,"3,015"
895,2020-08-31,EACC,0,0,0,0,0,0
896,2020-08-31,SACC,19,"21,074",0,27,1,124
897,2024-09-30,NWCC,24,"510,732",84,167,15,"3,917"
898,2024-09-30,ONCC,1,"429,603",0,2,0,102
899,2024-09-30,OSCC,4,"132,606",33,81,9,"1,632"
900,2024-09-30,NRCC,7,"23,384",1,3,0,67
901,2024-09-30,GBCC,16,"413,588",49,102,30,"2,805"
902,2024-09-30,SWCC,5,"41,141",5,16,1,224
903,2024-09-30,RMCC,11,"29,353",4,23,2,213
904,2024-09-30,EACC,0,0,0,0,0,0
905,2024-09-30,SACC,3,0,0,36,0,945
906,2024-09-05,NWCC,29,"504,155",136,229,40,"6,606"
907,2024-09-05,ONCC,3,"445,795",25,61,5,"1,536"
908,2024-09-05,OSCC,6,"103,078",79,244,17,"2,974"
909,2024-09-05,NRCC,19,"23,499",30,69,15,"1,184"
910,2024-09-05,GBCC,25,"334,800",107,270,22,"4,920"
911,2024-09-05,SWCC,4,"33,234",5,5,0,133
912,2024-09-05,RMCC,9,"454,118",15,80,2,844
913,2024-09-05,EACC,0,0,0,0,0,0
914,2024-09-05,SACC,6,651,0,8,0,28
915,2024-09-20,NWCC,29,"726,576",180,315,27,"8,069"
916,2024-09-20,ONCC,3,"445,855",3,11,3,521
917,2024-09-20,OSCC,6,"208,538",198,419,45,"7,420"
918,2024-09-20,NRCC,13,"46,750",4,9,0,273
919,2024-09-20,GBCC,24,"454,872",78,166,35,"3,725"
920,2024-09-20,SWCC,5,"34,812",12,43,2,590
921,2024-09-20,RMCC,11,"62,516",12,70,13,732
922,2024-09-20,EACC,1,189,0,4,0,8
923,2024-09-20,SACC,0,0,0,0,0,0
924,2020-08-21,NWCC,27,"97,935",106,184,14,"3,445"
925,2020-08-21,ONCC,22,"783,917",149,630,53,"8,025"
926,2020-08-21,OSCC,15,"173,397",93,473,38,"5,313"
927,2020-08-21,NRCC,8,"10,071",14,22,11,648
928,2020-08-21,GBCC,16,"30,339",26,75,25,"1,215"
929,2020-08-21,SWCC,21,"83,780",16,43,4,748
930,2020-08-21,RMCC,8,"209,594",46,191,38,"2,782"
931,2020-08-21,EACC,0,0,0,0,0,0
932,2020-08-21,SACC,22,"18,808",2,54,3,320
933,2017-07-08,NWCC,3,"3,546",8,40,6,274
934,2017-07-08,ONCC,3,"3,438",64,188,13,"1,943"
935,2017-07-08,OSCC,3,"16,596",52,38,8,"1,355"
936,2017-07-08,NRCC,4,"14,650",4,34,5,277
937,2017-07-08,GBCC,15,"299,630",66,135,20,"2,611"
938,2017-07-08,SWCC,10,"157,666",63,117,26,"2,812"
939,2017-07-08,RMCC,7,"17,721",32,78,20,"1,383"
940,2017-07-08,EACC,1,5,0,2,0,21
941,2017-07-08,SACC,2,"4,938",0,2,0,6
942,2017-12-12,NWCC,0,0,0,0,0,0
943,2017-12-12,ONCC,0,0,0,0,0,0
944,2017-12-12,OSCC,6,"258,190",152,"1,070",35,"8,909"
945,2017-12-12,NRCC,0,0,0,0,0,0
946,2017-12-12,GBCC,0,0,0,0,0,0
947,2017-12-12,SWCC,0,0,0,0,0,0
948,2017-12-12,RMCC,3,"6,984",0,28,0,87
949,2017-12-12,EACC,0,0,0,0,0,0
950,2017-12-12,SACC,9,"2,628",1,6,1,286
951,2017-07-18,NWCC,16,"17,907",56,102,10,"1,749"
952,2017-07-18,ONCC,7,"95,009",60,128,5,"1,696"
953,2017-07-18,OSCC,7,"123,367",85,281,25,"3,909"
954,2017-07-18,NRCC,30,"73,964.7",44,97,17,"1,670"
955,2017-07-18,GBCC,34,"726,553",34,155,20,"1,777"
956,2017-07-18,SWCC,17,"193,078",10,21,3,354
957,2017-07-18,RMCC,8,"22,138.5",13,61,6,792
958,2017-07-18,EACC,0,0,0,0,0,0
959,2017-07-18,SACC,3,"7,059",0,2,1,20
960,2016-07-17,NWCC,3,"5,110",0,3,0,13
961,2016-07-17,ONCC,2,"6,087",3,5,0,97
962,2016-07-17,OSCC,6,"11,539",16,17,14,540
963,2016-07-17,NRCC,4,"5,679",4,12,1,163
964,2016-07-17,GBCC,8,"128,001",20,38,11,824
965,2016-07-17,SWCC,21,"95,055",31,61,9,"1,163"
966,2016-07-17,RMCC,9,"47,523",26,131,13,"1,412"
967,2016-07-17,EACC,0,0,0,0,0,0
968,2016-07-17,SACC,14,"24,901",2,30,4,238
969,2016-07-07,NWCC,3,"4,270",0,10,2,57
